id,tweet-id-rtd
51375286,552783667052167168
244140469,552783667052167168
15179702,552783667052167168
2932866307,552783667052167168
230451717,552783667052167168
15612415,552783667052167168
316485110,552783667052167168
49050206,552783667052167168
52532503,552783667052167168
2378679877,552783667052167168
21036397,552783667052167168
973662702,552783667052167168
128174162,552783667052167168
2457099590,552783667052167168
2365314997,552783667052167168
35258653,552783667052167168
302555962,552783667052167168
47886560,552783667052167168
399184212,552783667052167168
1637905970,552783667052167168
225153590,552783667052167168
150742520,552783667052167168
155517977,552783667052167168
14784677,552783667052167168
41394240,552783667052167168
421296415,552783667052167168
2688202392,552783667052167168
365093701,552783667052167168
23116875,552783667052167168
292142817,552783667052167168
1924541408,552783667052167168
14589950,552783667052167168
59753891,552783667052167168
409878867,552783667052167168
77299847,552783667052167168
747510991,552783667052167168
25665242,552783667052167168
1245905149,552783667052167168
17463137,552783667052167168
366724407,552783667052167168
302831340,552783667052167168
57377653,552783667052167168
23180169,552783667052167168
106204756,552783667052167168
329106031,552783667052167168
16735106,552783667052167168
51116628,552783667052167168
2173775945,552783667052167168
14784684,552783667052167168
573712349,552783667052167168
164199074,552783667052167168
6133472,552783667052167168
217088474,552783667052167168
322028243,552783667052167168
18716224,552783667052167168
1180049252,552783667052167168
130797956,552783667052167168
586567996,552783667052167168
107281922,552783667052167168
14561418,552783667052167168
194068377,552783667052167168
100267750,552783667052167168
17806927,552783667052167168
223443135,552783667052167168
27354052,552783667052167168
247203598,552783667052167168
377280141,552783667052167168
53400401,552783667052167168
47587242,552783667052167168
2252458512,552783667052167168
1708221920,552783667052167168
36033351,552783667052167168
5902592,552783667052167168
141318725,552783667052167168
1073662237,552783667052167168
148155433,552783667052167168
308494875,552783667052167168
51028332,552783667052167168
2942567129,552783667052167168
190670597,552783667052167168
17270769,552783667052167168
427709925,552783667052167168
56990892,552783667052167168
2463065714,552783667052167168
2788225609,552783667052167168
66953003,552783667052167168
436562022,552783667052167168
14371600,552783667052167168
38152425,552783667052167168
246330863,552783667052167168
819103542,552783667052167168
225556859,552783667052167168
269852701,552783667052167168
121163785,552783667052167168
289309303,552783667052167168
392580114,552783667052167168
185592069,552783667052167168
47402186,552783667052167168
83601577,552783667052167168
80086323,552783667052167168
121720847,552783667052167168
2312367504,552783667052167168
192185592,552783667052167168
2356861053,552783667052167168
264348390,552783667052167168
184732662,552783667052167168
968651658,552783667052167168
10274252,552783667052167168
110418777,552783667052167168
212915553,552783667052167168
52847079,552783667052167168
2513438480,552783667052167168
1079210822,552783667052167168
1133501083,552783667052167168
14542355,552783667052167168
233271209,552783667052167168
180730203,552783667052167168
118034038,552783667052167168
55386678,552783667052167168
262222386,552783667052167168
169962449,552783667052167168
2960208454,552783667052167168
250672627,552783667052167168
162145496,552783667052167168
111261366,552783667052167168
435909599,552783667052167168
185287105,552783667052167168
93077846,552783667052167168
304404850,552783667052167168
1624083457,552783667052167168
19151003,552783667052167168
282798838,552783667052167168
432891887,552783667052167168
303639662,552783667052167168
614474783,552783667052167168
288932688,552783667052167168
1349485188,552783667052167168
94304419,552783667052167168
1934965104,552783667052167168
88146816,552783667052167168
14616390,552783667052167168
695753,552783667052167168
146980794,552783667052167168
1355306382,552783667052167168
2927951094,552783667052167168
343589275,552783667052167168
492162036,552783667052167168
204534037,552783667052167168
9705082,552783667052167168
303158460,552783667052167168
382554068,552783667052167168
263934474,552783667052167168
142348772,552783667052167168
267698042,552783667052167168
91154751,552783667052167168
1700297196,552783667052167168
1091956334,552783667052167168
864618146,552783667052167168
2891229710,552783667052167168
544276698,552783667052167168
2212607281,552783667052167168
80838296,552783667052167168
29491384,552783667052167168
121983638,552783667052167168
2616617478,552783667052167168
395207558,552783667052167168
17682197,552783667052167168
2600665502,552783667052167168
422708485,552783667052167168
14073125,552783667052167168
2864102237,552783667052167168
594914546,552783667052167168
847251956,552783667052167168
240750554,552783667052167168
1241137700,552783667052167168
281974890,552783667052167168
1063230986,552783667052167168
97425175,552783667052167168
103650846,552783667052167168
17686516,552783667052167168
1000220582,552783667052167168
51750713,552783667052167168
25977886,552783667052167168
2794648653,552783667052167168
2877383369,552783667052167168
29242390,552783667052167168
301574238,552783667052167168
188313035,552783667052167168
49123090,552783667052167168
930421909,552783667052167168
19206568,552783667052167168
18735538,552783667052167168
22470605,552783667052167168
221710429,552783667052167168
55932870,552783667052167168
25680405,552783667052167168
2237583636,552783667052167168
94992207,552783667052167168
264452886,552783667052167168
161745292,552783667052167168
20661700,552783667052167168
409276466,552783667052167168
23470660,552783667052167168
944761651,552783667052167168
93881144,552783667052167168
35333293,552783667052167168
236412458,552783667052167168
564016870,552783667052167168
70086039,552783667052167168
340563853,552783667052167168
522132942,552783667052167168
2962070789,552783667052167168
94782431,552783667052167168
349608473,552783667052167168
246194492,552783667052167168
2765379496,552783667052167168
222904440,552783667052167168
348104979,552783667052167168
99953072,552783667052167168
172431690,552783667052167168
2203586760,552783667052167168
50396060,552783667052167168
2214265807,552783667052167168
275938934,552783667052167168
118420028,552783667052167168
113965001,552783667052167168
225096209,552783667052167168
504770652,552783667052167168
85370909,552783667052167168
304358043,552783667052167168
197895054,552783667052167168
2785187253,552783667052167168
73375278,552783667052167168
39481289,552783667052167168
607442002,552783667052167168
225521006,552783667052167168
2894861170,552783667052167168
390660935,552783667052167168
60180948,552783667052167168
62847203,552783667052167168
17405597,552783667052167168
15392904,552783667052167168
192781620,552783667052167168
56030702,552783667052167168
443274876,552783667052167168
37705430,552783667052167168
463732269,552783667052167168
199431678,552783667052167168
245573942,552783667052167168
558402358,552783667052167168
35198937,552783667052167168
576829705,552783667052167168
20905701,552783667052167168
29803641,552783667052167168
309257524,552783667052167168
132153012,552783667052167168
388206628,552783667052167168
825966516,552783667052167168
2375664412,552783667052167168
141945287,552783667052167168
49738224,552783667052167168
13832452,552783667052167168
257515014,552783667052167168
420390673,552783667052167168
1270630717,552783667052167168
116527899,552783667052167168
119340405,552783667052167168
552851558,552783667052167168
109521444,552783667052167168
